,loss,dice,dice_coef,dicePerClass,accuracy,iou_coef
0,0.05631856247782707,0.986886203289032,0.9868863821029663,0.7940987944602966,0.9876510500907898,0.974739670753479
1,0.026642482727766037,0.9937716722488403,0.9937718510627747,0.8079692125320435,0.9944869875907898,0.9877912402153015
2,0.025735393166542053,0.9911707639694214,0.9911708831787109,0.7876084446907043,0.992663562297821,0.9827253222465515
3,0.012442221865057945,0.9953882098197937,0.9953885078430176,0.8515341877937317,0.9964324831962585,0.9908826947212219
4,0.015807567164301872,0.995710551738739,0.9957108497619629,0.8030959367752075,0.9961593747138977,0.9915561676025391
5,0.005993067752569914,0.9978592991828918,0.9978595972061157,0.9044164419174194,0.9982956051826477,0.9957405924797058
6,0.006697698030620813,0.9975229501724243,0.9975231885910034,0.9119407534599304,0.9979934692382812,0.9950815439224243
7,0.00546975526958704,0.9979413747787476,0.9979416131973267,0.9009746313095093,0.9984344244003296,0.9959006309509277
8,0.0036677115131169558,0.9984377026557922,0.9984380602836609,0.9274891018867493,0.998858630657196,0.9968864321708679
9,0.002682972466573119,0.998670756816864,0.9986710548400879,0.9365845918655396,0.9990981817245483,0.9973498582839966
10,0.0028602820821106434,0.9986535906791687,0.998653769493103,0.9337409734725952,0.9990234375,0.9973174929618835
11,0.002925009001046419,0.9986763000488281,0.998676598072052,0.9548372030258179,0.9989761114120483,0.9973670244216919
12,0.0016885262448340654,0.9990772008895874,0.9990774393081665,0.9630254507064819,0.9993972778320312,0.9981595873832703
13,0.0012355579528957605,0.9992276430130005,0.9992278814315796,0.9680124521255493,0.9995819330215454,0.9984588623046875
14,0.0014448901638388634,0.9991720914840698,0.9991723299026489,0.9698731303215027,0.9994796514511108,0.9983493685722351
15,0.000986083410680294,0.9993586540222168,0.9993588328361511,0.9717435836791992,0.999646008014679,0.9987200498580933
16,0.000937836361117661,0.9993672370910645,0.999367356300354,0.9721779823303223,0.9996780157089233,0.9987374544143677
17,0.0008803451200947165,0.999427318572998,0.9994274973869324,0.9738157391548157,0.9997116327285767,0.9988568425178528
18,0.000988669111393392,0.9993688464164734,0.9993690252304077,0.977279007434845,0.9996337890625,0.9987410306930542
19,0.0006842544535174966,0.9995052218437195,0.9995054006576538,0.9802200198173523,0.9997466802597046,0.9990123510360718
20,0.0006869775243103504,0.9995043873786926,0.999504566192627,0.9789186716079712,0.9997848272323608,0.9990105628967285
21,0.0007680645794607699,0.999510645866394,0.9995108842849731,0.9697279930114746,0.9997466802597046,0.9990228414535522
22,0.0004947383422404528,0.9996105432510376,0.9996107220649719,0.9791272282600403,0.9998703002929688,0.9992221593856812
23,0.00047804336645640433,0.9996212720870972,0.9996215105056763,0.9820281863212585,0.9998916387557983,0.9992436170578003
24,0.0004732541274279356,0.9996415376663208,0.9996417164802551,0.9841117858886719,0.999865710735321,0.9992840886116028
25,0.0006339155952446163,0.9996004104614258,0.9996005296707153,0.9697572588920593,0.9998275637626648,0.9992016553878784
26,0.000806424010079354,0.9994827508926392,0.9994829297065735,0.9802141189575195,0.9997100830078125,0.9989675283432007
27,0.0005328953266143799,0.999620258808136,0.9996205568313599,0.9849982261657715,0.9998229742050171,0.9992419481277466
28,0.0006598226609639823,0.9995366930961609,0.9995368719100952,0.9871515035629272,0.999768078327179,0.9990758895874023
29,0.0005439860397018492,0.9996060132980347,0.9996062517166138,0.9852520823478699,0.9998337030410767,0.9992133975028992
30,0.00048049911856651306,0.9996367692947388,0.9996369481086731,0.9862099885940552,0.9998703002929688,0.9992749094963074
31,0.0003675198822747916,0.9997106790542603,0.9997108578681946,0.9864835739135742,0.9999008178710938,0.9994221925735474
32,0.00047091295709833503,0.9996589422225952,0.9996591806411743,0.9855527877807617,0.9998580813407898,0.9993190765380859
33,0.0004727272316813469,0.9996687173843384,0.9996687769889832,0.9850364923477173,0.9998779296875,0.9993381500244141
34,0.00025653844932094216,0.9997856020927429,0.9997857809066772,0.9905420541763306,0.9999465942382812,0.9995719194412231
35,0.00035804632352665067,0.9997268915176392,0.9997269511222839,0.9893749952316284,0.9999099969863892,0.9994544982910156
36,0.00030492356745526195,0.9997588992118835,0.9997590780258179,0.9896900057792664,0.9999343752861023,0.9995185732841492
37,0.0003233865136280656,0.9997382164001465,0.9997383952140808,0.9879114031791687,0.9999191164970398,0.9994772672653198
38,0.0002642305917106569,0.9997774362564087,0.9997774958610535,0.989689826965332,0.9999679327011108,0.9995552897453308
39,0.00019334508397150785,0.9998301267623901,0.9998302459716797,0.9923619031906128,0.9999771118164062,0.999660849571228
40,0.0005094323423691094,0.9996455907821655,0.9996457099914551,0.9907175302505493,0.9998306035995483,0.9992927312850952
41,0.00024040797143243253,0.999812126159668,0.9998123049736023,0.9891948699951172,0.9999420046806335,0.9996248483657837
42,0.00026496313512325287,0.9997810125350952,0.9997812509536743,0.9914311170578003,0.9999496340751648,0.9995627403259277
43,0.0002966931206174195,0.9997596740722656,0.9997598528862,0.9916096925735474,0.999926745891571,0.9995200037956238
44,0.00020535368821583688,0.99982088804245,0.9998210668563843,0.9918895959854126,0.9999740719795227,0.9996422529220581
45,0.00019579536456149071,0.9998300671577454,0.9998301267623901,0.9939654469490051,0.9999679327011108,0.9996606111526489
46,0.0002260631154058501,0.9998146295547485,0.9998146891593933,0.9912751317024231,0.9999618530273438,0.9996296167373657
47,0.0001798589655663818,0.999841034412384,0.9998413324356079,0.9932628870010376,0.9999801516532898,0.999682605266571
48,0.0002474950160831213,0.9997924566268921,0.9997925758361816,0.9942255020141602,0.9999496340751648,0.9995854496955872
49,0.00019825948402285576,0.9998250007629395,0.9998251795768738,0.9954478144645691,0.9999725222587585,0.9996505975723267
50,0.00018998023006133735,0.9998305439949036,0.9998308420181274,0.9921051263809204,0.9999786615371704,0.9996616244316101
51,0.00016883190255612135,0.9998553395271301,0.9998553991317749,0.9938243627548218,0.9999725222587585,0.9997110366821289
52,0.00011567561887204647,0.9998914003372192,0.9998915791511536,0.9960705637931824,0.9999969601631165,0.9997833371162415
53,0.0001996929495362565,0.999829888343811,0.999829888343811,0.9949600100517273,0.9999679327011108,0.9996601343154907
54,0.00013799083535559475,0.9998726844787598,0.9998728632926941,0.9960647821426392,0.9999923706054688,0.9997458457946777
55,0.0001328053476754576,0.9998801946640015,0.9998804330825806,0.9937149286270142,0.999987781047821,0.9997608065605164
56,0.00011253506090724841,0.9998965263366699,0.9998967051506042,0.9949776530265808,0.9999923706054688,0.9997932314872742
57,0.0001153854900621809,0.999893844127655,0.9998940229415894,0.9954839944839478,0.9999923706054688,0.9997881054878235
58,9.072477405425161e-05,0.9999139904975891,0.9999140501022339,0.9960552453994751,0.9999984502792358,0.9998283386230469
59,0.00011785017704823986,0.9998950958251953,0.9998952746391296,0.9961117506027222,0.999987781047821,0.9997904896736145
60,9.766900620888919e-05,0.9999143481254578,0.9999144673347473,0.9941084980964661,0.999987781047821,0.9998289942741394
