,loss,dice,accuracy,mean_io_u
188,0.01664113439619541,0.9922283291816711,0.9949318170547485,0.2625690996646881
189,0.01831650175154209,0.9915844202041626,0.9945213198661804,0.26709550619125366
190,0.021542800590395927,0.990303635597229,0.9935013055801392,0.2732527256011963
191,0.027830028906464577,0.988536536693573,0.9911178350448608,0.27711915969848633
192,0.030306320637464523,0.9848432540893555,0.990186333656311,0.27813589572906494
193,0.02438805066049099,0.987623393535614,0.9923286437988281,0.29797908663749695
194,0.019638024270534515,0.9909957647323608,0.9941703677177429,0.27933013439178467
195,0.01847195252776146,0.9903860092163086,0.9943161010742188,0.2711331248283386
196,0.017321903258562088,0.9918420910835266,0.9950050115585327,0.2780420482158661
197,0.016482006758451462,0.9924553632736206,0.995318591594696,0.28420257568359375
198,0.016112742945551872,0.9925373792648315,0.995404839515686,0.2884557247161865
199,0.01577039621770382,0.9920176267623901,0.9953552484512329,0.285978764295578
200,0.014898858964443207,0.9931027293205261,0.9956672787666321,0.28651297092437744
201,0.014476118609309196,0.9929426312446594,0.9957023859024048,0.28896331787109375
202,0.014422738924622536,0.9932510256767273,0.9957809448242188,0.29322725534439087
203,0.014425362460315228,0.9929972887039185,0.9955726861953735,0.29667502641677856
204,0.015366582199931145,0.9928847551345825,0.995330810546875,0.29631033539772034
205,0.015285667963325977,0.9922629594802856,0.9949966669082642,0.29639849066734314
206,0.014185374602675438,0.993827223777771,0.9957839846611023,0.29931768774986267
207,0.013842719607055187,0.9929593205451965,0.99566650390625,0.2997826039791107
208,0.014124651439487934,0.9931901693344116,0.9956558346748352,0.3009488880634308
209,0.014464201405644417,0.9931085705757141,0.9953506588935852,0.30133354663848877
210,0.013528736308217049,0.9938678741455078,0.9958953857421875,0.30043530464172363
211,0.013612071052193642,0.9928892254829407,0.9957565069198608,0.30370283126831055
212,0.013095563277602196,0.9941591024398804,0.9960693120956421,0.30643805861473083
213,0.013103638775646687,0.9933830499649048,0.9959907531738281,0.305538147687912
214,0.01261321734637022,0.994327187538147,0.9961754083633423,0.3081074059009552
215,0.012595896609127522,0.993867039680481,0.9961700439453125,0.3089219927787781
216,0.012448551133275032,0.9941767454147339,0.996167004108429,0.30923768877983093
217,0.012389222159981728,0.9939997792243958,0.9961379766464233,0.31088727712631226
218,0.011960099451243877,0.9942322969436646,0.996337890625,0.31475862860679626
219,0.012371020391583443,0.994175136089325,0.9960594177246094,0.316913366317749
220,0.012106640264391899,0.9942309260368347,0.9963386654853821,0.3146279752254486
221,0.012977768667042255,0.9934121370315552,0.99591064453125,0.31083810329437256
222,0.01369563303887844,0.9937485456466675,0.9955917596817017,0.31579065322875977
223,0.012288670986890793,0.9938356280326843,0.9961471557617188,0.3101806342601776
224,0.011896489188075066,0.9940455555915833,0.9962432980537415,0.31083959341049194
225,0.012391265481710434,0.9939876794815063,0.9959182739257812,0.3176046311855316
226,0.013835908845067024,0.9938449859619141,0.995617687702179,0.32193928956985474
227,0.014270124025642872,0.9920586347579956,0.9950675964355469,0.32392749190330505
228,0.013738850131630898,0.9942744970321655,0.9958503842353821,0.3153362572193146
229,0.013452986255288124,0.9926347732543945,0.9954757690429688,0.3092464804649353
230,0.012171375565230846,0.9944807887077332,0.9962409734725952,0.31236106157302856
231,0.01149054430425167,0.9935835599899292,0.9961754083633423,0.3128510117530823
232,0.01083673071116209,0.9947932362556458,0.9965858459472656,0.31662067770957947
233,0.010648330673575401,0.9946540594100952,0.9963897466659546,0.32223689556121826
234,0.010301307775080204,0.9948657155036926,0.9966087341308594,0.3295091688632965
235,0.010117296129465103,0.9949222803115845,0.9965972900390625,0.3350861668586731
236,0.010111692361533642,0.9946654438972473,0.9965659976005554,0.33643245697021484
237,0.010067379102110863,0.9952586889266968,0.996777355670929,0.34206080436706543
238,0.009875210002064705,0.9944953918457031,0.9967071413993835,0.3409552574157715
239,0.009828111156821251,0.9952718615531921,0.9967292547225952,0.33644378185272217
240,0.010002312250435352,0.9946087002754211,0.9964996576309204,0.3355826437473297
241,0.009939825162291527,0.9952878952026367,0.9967185854911804,0.34245169162750244
242,0.010312640108168125,0.9944819211959839,0.9963897466659546,0.34916630387306213
243,0.009597068652510643,0.9951359033584595,0.9967743158340454,0.35378509759902954
244,0.009607719257473946,0.9949764013290405,0.9966636896133423,0.3498535752296448
245,0.009991162456572056,0.9953916668891907,0.996569812297821,0.35475409030914307
246,0.01303416769951582,0.9933670163154602,0.995349109172821,0.35607826709747314
247,0.013999762944877148,0.9921470880508423,0.9950218200683594,0.3470217287540436
248,0.01293763518333435,0.9943331480026245,0.9956367611885071,0.3559668958187103
249,0.011608208529651165,0.9936588406562805,0.9959266781806946,0.3392166495323181
250,0.010285360738635063,0.9942665100097656,0.9964202642440796,0.34945017099380493
251,0.009447493590414524,0.9952126741409302,0.9967536926269531,0.3563084304332733
252,0.009207172319293022,0.9949212074279785,0.9967384338378906,0.3620336651802063
253,0.009682788513600826,0.9950812458992004,0.9965804815292358,0.3605254292488098
254,0.009138846769928932,0.9951569437980652,0.9967849850654602,0.3559837341308594
255,0.00821289699524641,0.9955185055732727,0.9971069097518921,0.362534761428833
256,0.007845364511013031,0.9956881403923035,0.9972015619277954,0.3715350031852722
257,0.007692691870033741,0.9958718419075012,0.9972427487373352,0.3832666277885437
258,0.00737578934058547,0.995881199836731,0.9973465204238892,0.38557112216949463
259,0.007469662465155125,0.9960088729858398,0.9973922967910767,0.38800811767578125
260,0.007133138366043568,0.9961516261100769,0.9973465204238892,0.39115312695503235
261,0.007759972475469112,0.9956384897232056,0.9971061944961548,0.38959065079689026
262,0.008449865505099297,0.9959805607795715,0.9970138669013977,0.4026916027069092
263,0.009220888838171959,0.9953269958496094,0.9968284368515015,0.391385555267334
264,0.009836874902248383,0.9944093823432922,0.9963409304618835,0.3749139606952667
265,0.008358377031981945,0.9956957101821899,0.997057318687439,0.38160014152526855
266,0.007808578200638294,0.9957063794136047,0.9971755743026733,0.39190465211868286
267,0.0069827726110816,0.9962552189826965,0.9975174069404602,0.3931958079338074
268,0.007142063230276108,0.9961320757865906,0.9974640011787415,0.3967142105102539
269,0.007042293436825275,0.9960566759109497,0.9973228573799133,0.393708735704422
270,0.006943066604435444,0.9963623881340027,0.9974952936172485,0.404574990272522
271,0.0072223590686917305,0.9959781765937805,0.9972785711288452,0.40055525302886963
272,0.007211546413600445,0.996288001537323,0.9973770380020142,0.3980809450149536
273,0.008259609341621399,0.9953993558883667,0.996961236000061,0.39156726002693176
274,0.007953735068440437,0.996137797832489,0.9972168207168579,0.4051953852176666
275,0.007159057073295116,0.9958515167236328,0.9973648190498352,0.4013484716415405
276,0.006527754478156567,0.9963601231575012,0.9976204037666321,0.39700251817703247
277,0.006118512712419033,0.9964888691902161,0.9976966977119446,0.40216967463493347
278,0.006357074715197086,0.996720016002655,0.9976867437362671,0.4256666600704193
279,0.006320795509964228,0.9963071942329407,0.99761962890625,0.4216914772987366
280,0.006007072515785694,0.9967241287231445,0.9977661371231079,0.42485955357551575
281,0.005741667468100786,0.9966503381729126,0.9978401064872742,0.42453068494796753
282,0.005584261380136013,0.9968581199645996,0.9979454278945923,0.43774282932281494
283,0.0055396668612957,0.9969053268432617,0.9978416562080383,0.4536464810371399
284,0.005939532071352005,0.996768593788147,0.9978049993515015,0.45185109972953796
285,0.005475298501551151,0.9969175457954407,0.9978713989257812,0.44876834750175476
286,0.005834783893078566,0.9966832995414734,0.9977477788925171,0.44213399291038513
287,0.005648224148899317,0.9969314336776733,0.9977775812149048,0.47832658886909485
288,0.006388229783624411,0.9965324401855469,0.9977218508720398,0.44984298944473267
289,0.005759981460869312,0.996746838092804,0.9977920651435852,0.43623191118240356
290,0.007330454885959625,0.9965699315071106,0.997545599937439,0.49583861231803894
291,0.006864582654088736,0.9962370991706848,0.997363269329071,0.41297024488449097
292,0.007041395641863346,0.9963129758834839,0.9975593686103821,0.37826254963874817
293,0.006160458084195852,0.9965612292289734,0.9976943731307983,0.3967650532722473
294,0.005984001327306032,0.9966138005256653,0.9976638555526733,0.385794997215271
295,0.005434038583189249,0.9968503713607788,0.9979308843612671,0.41118746995925903
296,0.005160636268556118,0.996947169303894,0.9979820251464844,0.4352067708969116
297,0.005030513275414705,0.9971193075180054,0.9980819821357727,0.4397856295108795
298,0.0050994521006941795,0.9970369338989258,0.9979957342147827,0.44331783056259155
299,0.005287453532218933,0.99714195728302,0.9979537725448608,0.45058339834213257
300,0.00515337847173214,0.9969414472579956,0.9979041814804077,0.43560469150543213
301,0.0053698280826210976,0.9969204664230347,0.9979103207588196,0.4399403929710388
302,0.0056174201890826225,0.996924102306366,0.9977348446846008,0.4493612051010132
303,0.006393750663846731,0.99650639295578,0.9975219964981079,0.4428558945655823
304,0.006286948919296265,0.9968336224555969,0.997528076171875,0.44522804021835327
305,0.006179846823215485,0.9963316917419434,0.9975479245185852,0.41871410608291626
306,0.00578850694000721,0.9968017339706421,0.9977691769599915,0.4368966519832611
307,0.005314193200320005,0.9966930150985718,0.997906506061554,0.447737455368042
308,0.005713216960430145,0.9969749450683594,0.9977432489395142,0.4566601812839508
309,0.005504729691892862,0.9966503977775574,0.997821033000946,0.43632447719573975
310,0.005621922668069601,0.9969955682754517,0.997815728187561,0.4707646369934082
311,0.0056295087561011314,0.9967938661575317,0.9977310299873352,0.4852830171585083
312,0.005546195898205042,0.9969442486763,0.9978446960449219,0.47931379079818726
313,0.0053517925553023815,0.9966742396354675,0.9977782964706421,0.4421888589859009
314,0.005196755286306143,0.9971446990966797,0.9979621767997742,0.45122718811035156
315,0.004668141715228558,0.9971721768379211,0.9981033205986023,0.4571983516216278
316,0.004484325647354126,0.9973623156547546,0.9982109069824219,0.4686262011528015
317,0.004326274152845144,0.9974362254142761,0.9982635378837585,0.47904345393180847
318,0.004337535239756107,0.9974721074104309,0.9982566833496094,0.4930287003517151
319,0.0043059708550572395,0.9974463582038879,0.9983009099960327,0.5025481581687927
320,0.004375196062028408,0.9974182844161987,0.9982551336288452,0.496755450963974
321,0.004443264566361904,0.9974902868270874,0.9982650876045227,0.4984409213066101
322,0.004203352611511946,0.9975016713142395,0.9983054995536804,0.5059556365013123
323,0.004267998971045017,0.9975050687789917,0.9982284307479858,0.5154309272766113
324,0.0042680399492383,0.9974991083145142,0.9982849359512329,0.5024832487106323
325,0.0041394345462322235,0.9975603818893433,0.9983490109443665,0.5108826756477356
326,0.004076305311173201,0.9976134300231934,0.998370349407196,0.5208057165145874
327,0.004054225515574217,0.9975984692573547,0.9983451962471008,0.5265228152275085
328,0.0042322236113250256,0.997551441192627,0.9982703924179077,0.5259149074554443
329,0.004514848813414574,0.997536301612854,0.998211681842804,0.540595293045044
330,0.004872406367212534,0.9972425699234009,0.9980384707450867,0.5103325843811035
331,0.0041453419253230095,0.9974796175956726,0.9983856081962585,0.5050749778747559
332,0.004623054061084986,0.997406005859375,0.9981575012207031,0.5085523724555969
333,0.004599281586706638,0.997364342212677,0.998211681842804,0.5040018558502197
334,0.004359958227723837,0.997543215751648,0.9982879757881165,0.5217931270599365
335,0.004572170786559582,0.9973837733268738,0.9981445074081421,0.5086963772773743
336,0.004380397032946348,0.9975053071975708,0.9981971979141235,0.5154575109481812
337,0.004373875446617603,0.9973871111869812,0.9982658624649048,0.5231292247772217
338,0.0041767023503780365,0.9975879788398743,0.9983406066894531,0.5294749140739441
339,0.004029755014926195,0.9976007342338562,0.9984054565429688,0.5107640027999878
340,0.004058704245835543,0.9975659251213074,0.998369574546814,0.5168904066085815
341,0.004098487552255392,0.9976934194564819,0.998339056968689,0.5387941002845764
342,0.004194313194602728,0.9975109100341797,0.9983230829238892,0.5277242660522461
343,0.004060148261487484,0.9977185130119324,0.9983848333358765,0.5354850888252258
344,0.003902895376086235,0.9976764917373657,0.9984176754951477,0.540690004825592
345,0.004035370424389839,0.9976421594619751,0.9984184503555298,0.5549013614654541
346,0.00405339989811182,0.9976555705070496,0.9983596801757812,0.5644477605819702
347,0.004055238328874111,0.9976989030838013,0.9983543157577515,0.5482944250106812
348,0.0040954286232590675,0.9975994229316711,0.9983329772949219,0.5529731512069702
349,0.004668746143579483,0.9974625706672668,0.998150646686554,0.5575740337371826
350,0.005029321648180485,0.997174084186554,0.9979904294013977,0.5317344069480896
351,0.004999953787773848,0.9973071217536926,0.99798583984375,0.5099102854728699
352,0.004621296655386686,0.997223973274231,0.9981826543807983,0.48736143112182617
353,0.00568557670339942,0.9969139099121094,0.9977401494979858,0.5070276856422424
354,0.005103652365505695,0.9972713589668274,0.997998058795929,0.5342605113983154
355,0.004760820418596268,0.9971469640731812,0.9980834722518921,0.5184307098388672
356,0.0043931035324931145,0.9975277781486511,0.9982460141181946,0.5248656272888184
357,0.0052194977179169655,0.9971580505371094,0.9980239868164062,0.5035132765769958
358,0.004441911820322275,0.9974786043167114,0.9982277154922485,0.4358947277069092
359,0.0041680168360471725,0.9974713325500488,0.9983505010604858,0.45109426975250244
360,0.003902984317392111,0.9976902008056641,0.9984191656112671,0.46332114934921265
361,0.003914113622158766,0.9976747632026672,0.9984070062637329,0.49588823318481445
362,0.003987763077020645,0.9976736903190613,0.9983733892440796,0.5016167163848877
363,0.004014383070170879,0.9976527094841003,0.9983871579170227,0.48947709798812866
364,0.003940868191421032,0.9977210164070129,0.9984115362167358,0.49490886926651
365,0.0037926319055259228,0.9977499842643738,0.998461127281189,0.49612024426460266
366,0.0036730547435581684,0.9977934956550598,0.9984947443008423,0.5135665535926819
367,0.003611405845731497,0.9979006052017212,0.9985488653182983,0.5479075312614441
368,0.0037333578802645206,0.997776210308075,0.9984580874443054,0.5368382930755615
369,0.004028938710689545,0.9977357983589172,0.9983733892440796,0.527168333530426
370,0.0041200206615030766,0.9975887537002563,0.9982665777206421,0.519996702671051
371,0.003807827364653349,0.9977170825004578,0.9984046816825867,0.5153491497039795
372,0.003991300240159035,0.9977717399597168,0.9984016418457031,0.5281247496604919
373,0.0038461070507764816,0.9977310299873352,0.998400866985321,0.5293529033660889
374,0.003852616995573044,0.9977931976318359,0.9984703063964844,0.5358898639678955
375,0.0036549989599734545,0.9978199005126953,0.9985252618789673,0.5367077589035034
376,0.003492054296657443,0.997931957244873,0.9985618591308594,0.5417065620422363
377,0.0034366685431450605,0.9979589581489563,0.9986190795898438,0.5598208904266357
378,0.003525273874402046,0.9979037046432495,0.9985550045967102,0.5565938353538513
379,0.0037831724621355534,0.9978863596916199,0.9984901547431946,0.5666152238845825
380,0.004282279871404171,0.9977422952651978,0.9982582330703735,0.579329252243042
381,0.004588451236486435,0.9973157644271851,0.998151421546936,0.5197756886482239
382,0.005234892480075359,0.997482180595398,0.9979942440986633,0.5320425033569336
383,0.005745289381593466,0.9969674944877625,0.9977729916572571,0.4888840317726135
384,0.0047537051141262054,0.9972718954086304,0.9980819821357727,0.46651691198349
385,0.004190734121948481,0.997423529624939,0.9983413815498352,0.5164151191711426
386,0.004015286453068256,0.9975139498710632,0.9983894228935242,0.5130416750907898
387,0.003921913914382458,0.9976996183395386,0.9983497858047485,0.5328571200370789
388,0.0036548678763210773,0.9977678060531616,0.9984802007675171,0.5441850423812866
389,0.003440028754994273,0.9979391098022461,0.9986000061035156,0.5500019788742065
